row,Id,Name,Specie,Relative Mass,Uncertainty,Analytical Method,Uncertainty Method,Specie Id,Particle Size,Original Name,N Samples,Reference,Country,Place,Test Year,Profile Type,Sampling Method,Latitude,Longitude,Cas,Symbol
6455,220,2-stroke Engine Motorcycles,Copper,"0,0002635",2.07E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,380,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-50-8,Cu
6456,220,2-stroke Engine Motorcycles,Chromium,"4,88E-05",1.24E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,347,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-47-3,Cr
6457,220,2-stroke Engine Motorcycles,Calcium,"0,00138","0,0001014",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,329,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-70-2,Ca
6458,220,2-stroke Engine Motorcycles,Aluminum,"0,0001498",1.18E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,292,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7429-90-5,Al
6459,220,2-stroke Engine Motorcycles,Arsenic,"4,88E-05",1.24E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,298,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-38-2,As
6460,220,2-stroke Engine Motorcycles,Cadmium,3.55E-02,1.54E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,328,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-43-9,Cd
6461,220,2-stroke Engine Motorcycles,Barium,"0,0002459",5.74E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,300,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-39-3,Ba
6462,220,2-stroke Engine Motorcycles,Vanadium,9.51E-03,9.53E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,767,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-62-2,V
6463,220,2-stroke Engine Motorcycles,Titanium,2.27E-02,2.82E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,715,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-32-6,Ti
6464,220,2-stroke Engine Motorcycles,Sulfur,"0,003506","0,0002551",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,700,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7704-34-9,S
6465,220,2-stroke Engine Motorcycles,Sulfate,"0,0003531",2.68E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,699,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,14808-79-8,SO4=
6466,220,2-stroke Engine Motorcycles,Zinc,"0,0003531",2.68E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,778,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-66-6,Zn
6467,220,2-stroke Engine Motorcycles,Ammonium,"0,0001498",1.18E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,784,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,14798-03-9,NH4+
6468,220,2-stroke Engine Motorcycles,Sodium ion,"0,00055","2,75E-05"," IC, Ion chromatography",analytical uncertainty,785,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,17341-25-2,Na+
6469,220,2-stroke Engine Motorcycles,Nickel,3.61E-02,"6,28E-06",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,612,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-02-0,Ni
6470,220,2-stroke Engine Motorcycles,Manganese,3.73E-02,9.52E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,526,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7439-96-5,Mn
6471,220,2-stroke Engine Motorcycles,Selenium,6.08E-03,4.71E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,693,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7782-49-2,Se
6472,220,2-stroke Engine Motorcycles,Nitrate,"0,0005543",4.03E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,613,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,14797-55-8,NO3-
6473,220,2-stroke Engine Motorcycles,Chloride ion,"0,000777",3.89E-02," IC, Ion chromatography",analytical uncertainty,337,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,16887-00-6,Cl-
6474,220,2-stroke Engine Motorcycles,Lead,5.86E-02,1.21E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,520,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7439-92-1,Pb
6475,220,2-stroke Engine Motorcycles,Organic carbon,9.51E-03,9.53E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,626,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,,OC
6476,220,2-stroke Engine Motorcycles,Phosphorus,1.27E-03,1.27E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,666,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7723-14-0,P
6477,220,2-stroke Engine Motorcycles,Potassium,"0,001543","0,0001189",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,669,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,07/09/7440,K
6478,220,2-stroke Engine Motorcycles,Chlorine,"0,0005543",4.03E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,795,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,22537-15-1,Cl
6479,220,2-stroke Engine Motorcycles,Calcium ion,"0,00311","0,0001555"," IC, Ion chromatography",analytical uncertainty,2303,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,14127-61-8,Ca2+
6480,220,2-stroke Engine Motorcycles,Bromine,7.61E-02,2.60E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,810,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,10097-32-2,Br
6481,220,2-stroke Engine Motorcycles,Potassium ion,"0,0004036",3.13E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,2302,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,24203-36-9,K+
6482,220,2-stroke Engine Motorcycles,Tellurium,1.64E-02,6.45E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,1847,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,13494-80-9,Te
6483,220,2-stroke Engine Motorcycles,Antimony,"0,0003144",2.30E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,296,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-36-0,Sb
6484,220,2-stroke Engine Motorcycles,Cobalt,1.64E-02,6.45E-03,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,379,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-48-4,Co
6485,220,2-stroke Engine Motorcycles,Iron,"0,0004036",3.13E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,488,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7439-89-6,Fe
6486,220,2-stroke Engine Motorcycles,Magnesium,6.34E-02,6.36E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,525,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7439-95-4,Mg
6487,220,2-stroke Engine Motorcycles,Silicon,"0,0003144",2.30E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,694,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-21-3,Si
6488,220,2-stroke Engine Motorcycles,Strontium,"0,001543","0,0001189",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,697,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-24-6,Sr
6489,220,2-stroke Engine Motorcycles,Tin,"0,000123",2.10E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,714,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-31-5,Sn
6490,220,2-stroke Engine Motorcycles,Elemental Carbon,"0,0748","0,01122",TOT thermal optical analysis NIOSH protocol,analytical uncertainty,797,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-44-0,EC
6491,220,2-stroke Engine Motorcycles,Magnesium ion,"0,00122","6,1E-05"," IC, Ion chromatography",analytical uncertainty,2772,PM10,2STROKE,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,22537-22-0,Mg2+
4465,157,Aged sea spray,Arsenic,3.56E+08,3.01E+07,"ICP-MS, inductively coupled plasma mass spectrometry",,298,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-38-2,As
4466,157,Aged sea spray,Aluminum,3.03E+08,2.57E+07,"ICP-OES (AES), Inductively Coupled Plasma Optical (Atomic) Emission Spectrometer",,292,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7429-90-5,Al
4467,157,Aged sea spray,Cadmium,1.55E+05,1.31E+04,"ICP-MS, inductively coupled plasma mass spectrometry",,328,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-43-9,Cd
4468,157,Aged sea spray,Calcium,"0,0394369552068827","0,00334004303709843","ICP-OES (AES), Inductively Coupled Plasma Optical (Atomic) Emission Spectrometer",,329,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-70-2,Ca
4469,157,Aged sea spray,Chromium,"0,000163410769727776",1.38E+09,"ICP-MS, inductively coupled plasma mass spectrometry",,347,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-47-3,Cr
4470,157,Aged sea spray,Titanium,2.28E+09,1.93E+08,"ICP-MS, inductively coupled plasma mass spectrometry",,715,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-32-6,Ti
4471,157,Aged sea spray,Sulfate,"0,0128569084913068","0,00108889308162174"," IC, Ion chromatography",,699,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,14808-79-8,SO4=
4472,157,Aged sea spray,Vanadium,1.35E+09,1.15E+08,"ICP-MS, inductively coupled plasma mass spectrometry",,767,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-62-2,V
4473,157,Aged sea spray,Ammonium,1.26E+09,1.06E+08," IC, Ion chromatography",,784,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,14798-03-9,NH4+
4474,157,Aged sea spray,Zinc,"0,000371068643748057",3.14E+09,"ICP-MS, inductively coupled plasma mass spectrometry",,778,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-66-6,Zn
4475,157,Aged sea spray,Copper,"0,000422482847794943",3.58E+08,"ICP-MS, inductively coupled plasma mass spectrometry",,380,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-50-8,Cu
4476,157,Aged sea spray,Lanthanum,1.81E+05,1.53E+04,"ICP-MS, inductively coupled plasma mass spectrometry",,519,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7439-91-0,La
4477,157,Aged sea spray,Total carbon,1.74E+09,1.47E+08,"LECO, elemental analyzer",,436,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,,TC
4478,157,Aged sea spray,Manganese,3.43E+07,2.90E+06,"ICP-MS, inductively coupled plasma mass spectrometry",,526,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7439-96-5,Mn
4479,157,Aged sea spray,Nickel,3.78E+07,3.20E+06,"ICP-MS, inductively coupled plasma mass spectrometry",,612,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-02-0,Ni
4480,157,Aged sea spray,Nitrate,"0,0980495954842781","0,0083041367410237"," IC, Ion chromatography",,613,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,14797-55-8,NO3-
4481,157,Aged sea spray,Sodium,"0,210464726953446","0,0178249370958789","ICP-OES (AES), Inductively Coupled Plasma Optical (Atomic) Emission Spectrometer",,696,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-23-5,Na
4482,157,Aged sea spray,Chloride ion,"0,0916144262794545","0,00775912148864514"," IC, Ion chromatography",,337,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,16887-00-6,Cl-
4483,157,Aged sea spray,Lead,1.00E+07,8.51E+05,"ICP-MS, inductively coupled plasma mass spectrometry",,520,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7439-92-1,Pb
4484,157,Aged sea spray,Phosphorus,"0,000690342569096246",5.85E+09,"ICP-MS, inductively coupled plasma mass spectrometry",,666,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7723-14-0,P
4485,157,Aged sea spray,Potassium,"0,0131053619806061","0,00110993540962661","ICP-OES (AES), Inductively Coupled Plasma Optical (Atomic) Emission Spectrometer",,669,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,07/09/7440,K
4486,157,Aged sea spray,Cerium,2.23E+06,1.89E+07,"ICP-MS, inductively coupled plasma mass spectrometry",,1861,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-45-1,Ce
4487,157,Aged sea spray,Antimony,1.53E+09,1.29E+07,"ICP-MS, inductively coupled plasma mass spectrometry",,296,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-36-0,Sb
4488,157,Aged sea spray,Cobalt,8.31E+08,7.03E+07,"ICP-MS, inductively coupled plasma mass spectrometry",,379,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-48-4,Co
4489,157,Aged sea spray,Iron,"0,00398062779612465","0,000337132217332189","ICP-OES (AES), Inductively Coupled Plasma Optical (Atomic) Emission Spectrometer",,488,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7439-89-6,Fe
4490,157,Aged sea spray,Magnesium,"0,0282655014673089","0,00239389655896924","ICP-OES (AES), Inductively Coupled Plasma Optical (Atomic) Emission Spectrometer",,525,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7439-95-4,Mg
4491,157,Aged sea spray,Strontium,"0,00010086092505689",8.54E+08,"ICP-MS, inductively coupled plasma mass spectrometry",,697,PM10,AgedSea,1,"Pey et al., 2013, 10.1016/j.scitotenv.2013.03.084",Spain,Majorca,2012,D,"PMF on 97 daily samples, twice per week in alternative days. TC=OC+EC.",39.695,3.018,7440-24-6,Sr
6603,224,Agricultural Field Burns,Copper,"0,000193",4.52E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,380,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-50-8,Cu
6604,224,Agricultural Field Burns,Chromium,"0,0002006",7.97E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,347,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-47-3,Cr
6605,224,Agricultural Field Burns,Calcium,5.42E-02,5.48E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,329,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-70-2,Ca
6606,224,Agricultural Field Burns,Aluminum,"0,0001084","0,0001097",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,292,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7429-90-5,Al
6607,224,Agricultural Field Burns,Arsenic,1.08E-02,1.10E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,298,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-38-2,As
6608,224,Agricultural Field Burns,Cadmium,"0,0002006",7.97E-02,ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,328,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-43-9,Cd
6609,224,Agricultural Field Burns,Barium,"0,002754","0,0005916",ED-XRF energy dispersive X-ray fluorescence,analytical uncertainty,300,PM10,FIELDBURN,1,"Argyropoulos et al. (2011),4th Environ Conf of Macedonia; ACEPT-AIR final report; Argyropoulos et al. (2012) 10.1016/j.scitotenv.2012.05.076",Greece,Thessaloniki,2007,O,Direct Filter Sampling,40.6,22.9,7440-39-3,Ba
